,程度级别词语（中文）,负面评价词语（中文）,负面情感词语（中文）,正面评价词语（中文）,正面情感词语（中文）,主张词语（中文）
心口如一,0,0,0,1,0,0
挑眼,0,0,0,0,1,0
老,1,1,0,0,0,0
不和蔼,0,1,0,0,0,0
百无聊赖,0,0,1,0,0,0
知冷着热,0,0,0,0,1,0
贵,0,1,0,1,0,0
硗,0,1,0,0,0,0
不等,0,1,0,0,0,0
升平,0,0,0,1,0,0
博学,0,0,0,1,0,0
赤裸裸,0,0,0,1,0,0
浪荡,0,1,0,0,0,0
卸磨杀驴,0,1,0,0,0,0
矮,0,1,0,0,0,0
蛮悍,0,1,0,0,0,0
未列计划,0,1,0,0,0,0
多姿多采,0,0,0,1,0,0
见罪,0,0,1,0,0,0
正色,0,1,0,0,0,0
百里挑一,0,0,0,1,0,0
深以为异,0,0,1,0,0,0
多虑,0,0,1,0,0,0
湛,0,0,0,1,0,0
惛,0,1,0,0,0,0
荒淫,0,1,0,0,0,0
恼羞成怒,0,0,1,0,0,0
俊丽,0,0,0,1,0,0
特等,0,0,0,1,0,0
狐疑不决,0,0,1,0,0,0
薄幸,0,1,0,0,0,0
喝斥,0,0,1,0,0,0
见微知著,0,0,0,1,0,0
尊敬,0,0,0,1,1,0
高纯,0,0,0,1,0,0
高风亮节,0,0,0,1,0,0
虚弱,0,1,0,0,0,0
寒心,0,0,1,0,0,0
变脸,0,0,1,0,0,0
不同寻常,0,0,0,1,0,0
亚,0,1,0,0,0,0
病病歪歪,0,1,0,0,0,0
重沓,0,1,0,0,0,0
简,0,0,0,1,0,0
洁净,0,0,0,1,0,0
哀凄,0,0,1,0,0,0
炜,0,0,0,1,0,0
和气,0,0,0,1,0,0
豪,0,1,0,1,0,0
妖媚,0,0,0,1,0,0
露骨,0,0,0,1,0,0
夺目,0,0,0,1,0,0
小心谨慎,0,0,0,1,0,0
祭扫,0,0,0,0,1,0
不修边幅,0,1,0,0,0,0
抗议,0,0,1,0,0,0
应下,0,0,0,0,1,0
虎虎生气,0,0,0,1,0,0
过分简单化,0,1,0,0,0,0
礼节性,0,0,0,1,0,0
烈性子,0,1,0,0,0,0
嘀咕,0,0,1,0,0,0
热火朝天,0,0,0,1,0,0
哭笑不得,0,0,1,0,0,0
洗炼,0,0,0,1,0,0
纯一,0,0,0,1,0,0
絮聒,0,1,0,0,0,0
难堪,0,0,1,0,0,0
赞颂,0,0,0,0,1,0
奸邪,0,1,0,0,0,0
生机勃勃,0,0,0,1,0,0
超凡脱俗,0,0,0,1,0,0
扬扬得意,0,0,0,0,1,0
诚心,0,0,0,1,0,0
孛,0,1,0,1,0,0
爱怜,0,0,0,0,1,0
眼生,0,1,0,0,0,0
没有勇气,0,1,0,0,0,0
锖,0,0,0,1,0,0
越发,1,0,0,0,0,0
冥顽不化,0,1,0,0,0,0
精光,0,0,0,1,0,0
坐而论道,0,1,0,0,0,0
寡情,0,1,0,0,0,0
卓然,0,0,0,1,0,0
学富五车,0,0,0,1,0,0
光溜,0,0,0,1,0,0
瞻前顾后,0,0,1,0,0,0
惊呆,0,0,1,0,0,0
公道,0,0,0,1,0,0
肃然,0,0,0,1,0,0
可怜,0,1,1,0,0,0
花好月圆,0,0,0,1,0,0
愈益,1,0,0,0,0,0
瘫软,0,1,0,0,0,0
贺,0,0,0,0,1,0
难以,0,1,0,0,0,0
粗线条,0,1,0,0,0,0
小视,0,0,1,0,0,0
心慈面软,0,0,0,1,0,0
胪,0,0,0,0,1,0
倾心,0,0,0,1,1,0
不懈怠,0,0,0,1,0,0
人声鼎沸,0,1,0,0,0,0
负气,0,0,1,0,0,0
斐然,0,0,0,1,0,0
灿然,0,0,0,1,0,0
不愿意,0,0,1,0,0,0
进退两难,0,0,1,0,0,0
企望,0,0,0,0,1,0
确有其事,0,0,0,1,0,0
缺心眼,0,1,0,0,0,0
喜新厌旧,0,1,0,0,0,0
花里胡哨,0,1,0,0,0,0
好用,0,0,0,1,0,0
惶恐不安,0,0,1,0,0,0
无名火起,0,0,1,0,0,0
“欠,1,0,0,0,0,0
英姿飒爽,0,0,0,1,0,0
道贺,0,0,0,0,1,0
怜,0,0,1,0,0,0
伤悲,0,0,1,0,0,0
繁芜,0,1,0,0,0,0
井井有条,0,0,0,1,0,0
真切,0,0,0,1,0,0
假冒,0,1,0,0,0,0
正义,0,0,0,1,0,0
孤单单,0,1,0,0,0,0
卑俗,0,1,0,0,0,0
擅场,0,0,0,1,0,0
愚鲁,0,1,0,0,0,0
着想,0,0,0,0,1,0
狂怒,0,0,1,0,0,0
一身是胆,0,0,0,1,0,0
可骇,0,1,0,0,0,0
千娇百媚,0,0,0,1,0,0
不详尽,0,1,0,0,0,0
滞钝,0,1,0,0,0,0
明文,0,0,0,1,0,0
慧,0,0,0,1,0,0
纤尘不染,0,0,0,1,0,0
看不开,0,0,1,0,0,0
高效能,0,0,0,1,0,0
憋得慌,0,0,1,0,0,0
宁静,0,0,0,1,0,0
香纯,0,0,0,1,0,0
急急巴巴,0,0,1,0,0,0
多情,0,0,0,1,0,0
气狠狠,0,0,1,0,0,0
偏狭,0,1,0,0,0,0
腼腆,0,0,1,0,0,0
扣人心弦,0,0,0,1,0,0
轻健,0,0,0,1,0,0
跂望,0,0,0,0,1,0
姣美,0,0,0,1,0,0
佳,0,0,0,1,0,0
旧式,0,1,0,0,0,0
醇浓,0,0,0,1,0,0
悱,0,1,0,0,0,0
羞于,0,0,1,0,0,0
留面子,0,0,0,0,1,0
疏懒,0,1,0,0,0,0
看不起,0,0,1,0,0,0
畏首畏尾,0,1,0,0,0,0
溜光水滑,0,0,0,1,0,0
岂有此理,0,1,0,0,0,0
浮滑,0,1,0,0,0,0
间不容发,0,1,0,0,0,0
泠泠作响,0,0,0,1,0,0
视同蝼蚁,0,0,1,0,0,0
最高,0,0,0,1,0,0
有勇气,0,0,0,1,0,0
正牌,0,0,0,1,0,0
快,0,0,0,1,1,0
坚定不移,0,0,0,1,0,0
热诚,0,0,0,1,0,0
够水平,0,0,0,1,0,0
悲痛,0,0,1,0,0,0
严谨,0,0,0,1,0,0
安恬,0,0,0,1,0,0
羽毛未丰,0,1,0,0,0,0
叩,0,0,0,0,1,0
感同身受,0,0,0,0,1,0
坎坷,0,1,0,0,0,0
沁人心脾,0,0,0,1,0,0
管事儿,0,0,0,1,0,0
打憷,0,0,1,0,0,0
喝彩,0,0,0,0,1,0
牢靠,0,0,0,1,0,0
恚怒,0,0,1,0,0,0
更加,1,0,0,0,0,0
圣明,0,0,0,1,0,0
付之一笑,0,0,1,0,0,0
安全,0,0,0,1,0,0
妩,0,0,0,1,0,0
非正义,0,1,0,0,0,0
赫赫,0,0,0,1,0,0
苦闷,0,0,1,0,0,0
无忧无虑,0,0,0,1,0,0
驰念,0,0,0,0,1,0
超微结构,1,0,0,0,0,0
牣,0,0,0,1,0,0
虚拟,0,1,0,0,0,0
一往情深,0,0,0,0,1,0
浩大,0,0,0,1,0,0
欢闹,0,0,0,0,1,0
怏然不悦,0,0,1,0,0,0
亮光光,0,0,0,1,0,0
其乐融融,0,0,0,1,0,0
文弱,0,1,0,0,0,0
无疵,0,0,0,1,0,0
奥,0,0,0,1,0,0
中文主张词语,0,0,0,0,0,1
热闹,0,0,0,1,0,0
毒,0,1,0,0,0,0
芊,0,0,0,1,0,0
过猛,1,0,0,0,0,0
无道德观念,0,1,0,0,0,0
奸佞,0,1,0,0,0,0
烦神,0,0,1,0,0,0
骚乱性,0,1,0,0,0,0
省时,0,0,0,1,0,0
好好,0,0,0,1,0,0
主动,0,0,0,1,0,0
嗔斥,0,0,1,0,0,0
傻眼,0,0,1,0,0,0
地下,0,1,0,0,0,0
无所帮助,0,1,0,0,0,0
才疏学浅,0,1,0,0,0,0
趾高气扬,0,1,0,0,0,0
高难,0,1,0,0,0,0
麻木不仁,0,1,0,0,0,0
炉火纯青,0,0,0,1,0,0
无误,0,0,0,1,0,0
后顾之忧,0,0,1,0,0,0
过气,0,1,0,0,0,0
虚假,0,1,0,0,0,0
匪夷所思,0,0,0,1,0,0
不惮其烦,0,0,0,1,0,0
不现实,0,1,0,0,0,0
怪罪,0,0,1,0,0,0
悲切切,0,0,1,0,0,0
恕,0,0,1,0,0,0
假惺惺,0,1,0,0,0,0
坚强,0,0,0,1,0,0
剑拔弩张,0,1,0,0,0,0
菀,0,0,1,1,0,0
堂堂正正,0,0,0,1,0,0
无礼,0,1,0,0,0,0
不容置辩,0,0,0,1,0,0
娄,0,1,0,0,0,0
奉,0,0,0,0,1,0
高风峻节,0,0,0,1,0,0
配得上,0,0,0,1,0,0
后生可畏,0,0,0,1,0,0
顽固,0,1,0,0,0,0
最差,0,1,0,0,0,0
动荡,0,1,0,0,0,0
蔼然可亲,0,0,0,1,0,0
万,1,0,0,0,0,0
比肩接踵,0,1,0,0,0,0
忠义,0,0,0,1,0,0
甜美,0,0,0,1,0,0
火暴,0,1,0,1,0,0
老辣,0,1,0,1,0,0
冷清,0,1,0,0,0,0
参拜,0,0,0,0,1,0
自责,0,0,1,0,0,0
淫荡,0,1,0,0,0,0
舛,0,1,0,0,0,0
披肝沥胆,0,0,0,1,0,0
只顾自身利益,0,1,0,0,0,0
残破,0,1,0,0,0,0
铮铮铁骨,0,0,0,1,0,0
香甜,0,0,0,1,0,0
仁至义尽,0,0,0,1,0,0
错误百出,0,1,0,0,0,0
芴,0,1,1,0,0,0
显性,0,0,0,1,0,0
心甘情愿,0,0,0,0,1,0
讨厌,0,1,1,0,0,0
错综复杂,0,1,0,0,0,0
驰名,0,0,0,1,0,0
不正常,0,1,0,0,0,0
正而不谲,0,0,0,1,0,0
目瞪口呆,0,0,1,0,0,0
有识,0,0,0,1,0,0
不折不扣,1,0,0,0,0,0
有弊,0,1,0,0,0,0
狠毒,0,1,0,0,0,0
心碎,0,0,1,0,0,0
不堪造就,0,1,0,0,0,0
剧毒,0,1,0,0,0,0
面如土色,0,0,1,0,0,0
渴念,0,0,0,0,1,0
温润,0,0,0,1,0,0
声名大振,0,0,0,1,0,0
迎来,0,0,0,0,1,0
耀,0,0,0,1,0,0
疑难,0,1,0,0,0,0
脆生,0,0,0,1,0,0
雅观,0,0,0,1,0,0
过细,0,0,0,1,0,0
穷凶极恶,0,1,0,0,0,0
失慎,0,1,0,0,0,0
老牌,0,0,0,1,0,0
含含糊糊,0,1,0,0,0,0
噍,0,0,1,0,0,0
缭乱,0,1,0,0,0,0
感伤,0,0,1,0,0,0
身心健康,0,0,0,1,0,0
通畅,0,0,0,1,0,0
之至,1,0,0,0,0,0
看风使舵,0,1,0,0,0,0
聪慧,0,0,0,1,0,0
乏味,0,1,0,0,0,0
乌洞洞,0,1,0,0,0,0
淑,0,0,0,1,0,0
愁眉锁眼,0,0,1,0,0,0
声势浩大,0,0,0,1,0,0
哏,0,0,0,1,0,0
望而生畏,0,0,1,0,0,0
走神,0,1,0,0,0,0
发憷,0,0,1,0,0,0
伟大,0,0,0,1,0,0
喜爱,0,0,0,0,1,0
热火,0,0,0,1,0,0
依依不舍,0,0,0,0,1,0
不难,0,0,0,1,0,0
惘,0,0,1,0,0,0
袅娜,0,0,0,1,0,0
不无裨益,0,0,0,1,0,0
味道好,0,0,0,1,0,0
赏罚分明,0,0,0,1,0,0
华美,0,0,0,1,0,0
如期,0,0,0,1,0,0
歪斜,0,1,0,0,0,0
古道热肠,0,0,0,1,0,0
二五眼,0,1,0,0,0,0
轻灵,0,0,0,1,0,0
佻,0,1,0,0,0,0
悍然,0,1,0,0,0,0
较真,0,0,0,1,0,0
僻,0,1,0,0,0,0
坦荡,0,0,0,1,0,0
名牌,0,0,0,1,0,0
惶悚,0,0,1,0,0,0
串秧儿,0,1,0,0,0,0
赞羡,0,0,0,0,1,0
振奋人心,0,0,0,1,0,0
自在,0,0,0,1,0,0
鸡犬不留,0,1,0,0,0,0
反,0,1,0,0,0,0
想望,0,0,0,0,1,0
艰辛,0,1,0,0,0,0
整,0,0,0,1,0,0
不无道理,0,0,0,1,0,0
阽,0,1,0,0,0,0
隐,0,1,0,0,0,0
爱宠,0,0,0,0,1,0
赖,0,1,1,0,0,0
悖逆,0,1,0,0,0,0
花枝招展,0,0,0,1,0,0
风声鹤唳,0,1,0,0,0,0
冀望,0,0,0,0,1,0
毵毵,0,1,0,0,0,0
甲级,0,0,0,1,0,0
绵软,0,1,0,0,0,0
锐,0,0,0,1,0,0
便当,0,0,0,1,0,0
熙攘,0,0,0,1,0,0
不到黄河心不死,0,1,0,0,0,0
依然,0,0,0,1,0,0
称快,0,0,0,0,1,0
放荡,0,1,0,0,0,0
庆贺,0,0,0,0,1,0
心切,0,1,0,0,0,0
摇摆,0,0,1,0,0,0
怆,0,0,1,0,0,0
鄙俚,0,1,0,0,0,0
黑茫茫,0,1,0,0,0,0
偏,1,1,0,1,0,0
缺德,0,1,0,0,0,0
纵恣,0,1,0,0,0,0
散乱,0,1,0,0,0,0
集中,0,0,0,0,1,0
晶莹剔透,0,0,0,1,0,0
没见过世面,0,1,0,0,0,0
混乱,0,1,0,0,0,0
庆幸,0,0,0,0,1,0
湛深,0,0,0,1,0,0
兀突,0,1,0,0,0,0
笃,0,1,0,1,0,0
骨鲠,0,0,0,1,0,0
向上倾斜,0,1,0,0,0,0
惧怕,0,0,1,0,0,0
气急败坏,0,0,1,0,0,0
根深柢固,0,0,0,1,0,0
称许,0,0,0,0,1,0
从严,0,1,0,0,0,0
险固,0,0,0,1,0,0
装模作样,0,1,0,0,0,0
朝气蓬勃,0,0,0,1,0,0
不名一文,0,1,0,0,0,0
着三不着两,0,1,0,0,0,0
嘴快,0,0,0,1,0,0
精明强干,0,0,0,1,0,0
手松,0,0,0,1,0,0
敬畏,0,0,0,0,1,0
抠搜,0,1,0,0,0,0
要命,1,0,0,0,0,0
萎靡不振,0,1,0,0,0,0
山清水秀,0,0,0,1,0,0
天从人愿,0,0,0,1,0,0
侈,0,1,0,0,0,0
含糊不清,0,1,0,0,0,0
糠,0,1,0,0,0,0
怿,0,0,0,0,1,0
晓事,0,0,0,1,0,0
明晃晃,0,0,0,1,0,0
体谅,0,0,1,0,0,0
驾轻就熟,0,0,0,1,0,0
凛,0,1,0,0,0,0
翩若惊鸿,0,0,0,1,0,0
突破性,0,0,0,1,0,0
怯生生,0,1,0,0,0,0
无补,0,1,0,0,0,0
綦,1,0,0,0,0,0
借古讽今,0,0,1,0,0,0
乱乎,0,1,0,0,0,0
傻里瓜唧,0,1,0,0,0,0
空洞洞,0,1,0,0,0,0
预感,0,0,0,0,0,1
折服,0,0,0,0,1,0
爱搭不理,0,1,0,0,0,0
溜滑,0,0,0,1,0,0
不祥,0,1,0,0,0,0
开门见山,0,0,0,1,0,0
怆怳,0,0,1,0,0,0
硬气,0,1,0,0,0,0
无恙,0,0,0,1,0,0
漫,0,1,0,0,0,0
惰性,0,1,0,0,0,0
板面孔,0,0,1,0,0,0
晃悠悠,0,1,0,0,0,0
一怒之下,0,0,1,0,0,0
光滑,0,0,0,1,0,0
滑不唧溜,0,0,0,1,0,0
感恩戴德,0,0,0,0,1,0
自尊,0,0,0,1,0,0
根本,0,0,0,1,0,0
头脑清醒,0,0,0,1,0,0
缠绵,0,0,0,1,0,0
一文不名,0,1,0,0,0,0
前所未见,0,0,0,1,0,0
硕学,0,0,0,1,0,0
背悔,0,1,0,0,0,0
矫揉造作,0,1,0,0,0,0
朴实,0,0,0,1,0,0
安康,0,0,0,1,0,0
礼赞,0,0,0,0,1,0
黑沉沉,0,1,0,0,0,0
懆懆,0,0,1,0,0,0
圣礼,0,0,0,1,0,0
有害,0,1,0,0,0,0
无上光荣,0,0,0,1,0,0
贼去关门,0,1,0,0,0,0
看不上,0,0,1,0,0,0
一点,1,0,0,0,0,0
无记名,0,1,0,0,0,0
不济事,0,1,0,0,0,0
无望,0,1,0,0,0,0
器宇轩昂,0,0,0,1,0,0
极神圣,0,0,0,1,0,0
苦涩,0,1,1,0,0,0
气呼呼,0,0,1,0,0,0
滔天,1,0,0,0,0,0
狼藉,0,1,0,0,0,0
酷爱,0,0,0,0,1,0
热,0,0,0,1,0,0
金晃晃,0,0,0,1,0,0
鼠胆,0,1,0,0,0,0
标致,0,0,0,1,0,0
繁冗,0,1,0,0,0,0
叫苦不迭,0,0,1,0,0,0
驰思,0,0,0,0,1,0
安乐,0,0,0,1,0,0
通透,0,0,0,1,0,0
自觉自愿,0,0,0,1,0,0
涩,0,1,0,0,0,0
目光炯炯,0,0,0,1,0,0
望,0,0,0,0,1,0
惘然若失,0,0,1,0,0,0
笨重,0,1,0,0,0,0
眼疾手快,0,0,0,1,0,0
纯净,0,0,0,1,0,0
浓香,0,0,0,1,0,0
俏皮,0,0,0,1,0,0
好容易,0,1,0,0,0,0
冶艳,0,0,0,1,0,0
挂牵,0,0,1,0,1,0
嶙峋,0,1,0,0,0,0
阒然,0,0,0,1,0,0
奕,0,0,0,1,0,0
了当,0,0,0,1,0,0
真率,0,0,0,1,0,0
不厌,0,0,0,0,1,0
有味,0,0,0,1,0,0
夸赞,0,0,0,0,1,0
变心,0,0,1,0,0,0
钦,0,0,0,0,1,0
芬芳袭人,0,0,0,1,0,0
没两下子,0,1,0,0,0,0
大发雷霆,0,0,1,0,0,0
惊异,0,0,1,0,0,0
悲伤,0,0,1,0,0,0
利欲熏心,0,1,0,0,0,0
追悔,0,0,1,0,0,0
一文不值,0,1,0,0,0,0
翕,0,0,0,1,0,0
单一,0,0,0,1,0,0
辟,0,0,0,1,0,0
尚,0,0,0,0,1,0
光耀,0,0,0,1,0,0
凄,0,1,0,0,0,0
凄怨,0,0,1,0,0,0
明澈,0,0,0,1,0,0
顾全,0,0,0,0,1,0
有毒性,0,1,0,0,0,0
醉翁之意不在酒,0,1,0,0,0,0
正确,0,0,0,1,0,0
辛,0,1,0,0,0,0
不值得羡慕,0,1,0,0,0,0
千变万化,0,1,0,0,0,0
要死要活,0,0,0,1,0,0
挹,0,0,1,0,0,0
犹豫,0,0,1,0,0,0
无微不至,0,0,0,1,0,0
不伦不类,0,1,0,0,0,0
后悔,0,0,1,0,0,0
忠贞不渝,0,0,0,1,0,0
正直,0,0,0,1,0,0
举棋不定,0,0,1,0,0,0
感激,0,0,0,0,1,0
低值,0,1,0,0,0,0
沉滞,0,1,0,0,0,0
不体面,0,1,0,0,0,0
未揭露,0,1,0,0,0,0
赞佩,0,0,0,0,1,0
偏重,0,0,0,0,1,0
悲壮,0,0,0,1,0,0
惊奇,0,0,1,0,0,0
精神十足,0,0,0,1,0,0
通情达理,0,0,0,1,0,0
刺眼,0,1,0,1,0,0
贫瘠,0,1,0,0,0,0
刁赖,0,1,0,0,0,0
玲珑剔透,0,0,0,1,0,0
超逸,0,0,0,1,0,0
鹄望,0,0,0,0,1,0
没教养,0,1,0,0,0,0
宽赦,0,0,1,0,0,0
责怪,0,0,1,0,0,0
酸臭,0,1,0,0,0,0
嘘,0,0,1,0,0,0
实质上,0,0,0,1,0,0
娇痴,0,1,0,0,0,0
面面相觑,0,0,1,0,0,0
竹篮打水,0,1,0,0,0,0
拍案叫绝,0,0,0,0,1,0
强行,0,1,0,0,0,0
亮亮堂堂,0,0,0,1,0,0
后悔莫及,0,0,1,0,0,0
虎头蛇尾,0,1,0,0,0,0
多彩,0,0,0,1,0,0
谦诚,0,0,0,1,0,0
厌气,0,0,1,0,0,0
寂静,0,0,0,1,0,0
派不是,0,0,1,0,0,0
亮晶晶,0,0,0,1,0,0
牢稳,0,0,0,1,0,0
慵懒,0,1,0,0,0,0
骂得狗血喷头,0,0,1,0,0,0
昏乱,0,1,0,0,0,0
醍醐灌顶,0,0,0,1,0,0
高价,0,1,0,0,0,0
卑贱,0,1,0,0,0,0
不好听,0,1,0,0,0,0
专横,0,1,0,0,0,0
站得高，看得远,0,0,0,1,0,0
资深,0,0,0,1,0,0
猾,0,1,0,0,0,0
欲,0,0,0,0,1,0
不光明,0,1,0,0,0,0
逊,0,0,0,1,0,0
祯,0,0,0,1,0,0
容易,0,0,0,1,0,0
言语流利,0,0,0,1,0,0
不是滋味,0,0,1,0,0,0
动态各异,0,0,0,1,0,0
牛,0,1,0,0,0,0
愤愤不平,0,0,1,0,0,0
虚虚实实,0,1,0,0,0,0
大好,0,0,0,1,0,0
肃,0,1,0,0,0,0
熟练,0,0,0,1,0,0
详实,0,0,0,1,0,0
起敬,0,0,0,0,1,0
奢华,0,1,0,0,0,0
智,0,0,0,1,0,0
恭维,0,0,0,0,1,0
杰,0,0,0,1,0,0
隐约,0,1,0,0,0,0
行,0,0,0,1,0,0
皮里阳秋,0,0,1,0,0,0
安逸,0,0,0,1,0,0
香馥馥,0,0,0,1,0,0
悔恨,0,0,1,0,0,0
拙劣,0,1,0,0,0,0
谬奖,0,0,0,0,1,0
名贵,0,0,0,1,0,0
约略,0,1,0,0,0,0
令人羡慕,0,0,0,1,0,0
低沉,0,0,1,0,0,0
悦,0,0,0,0,1,0
衍,0,1,0,0,0,0
一元化,0,0,0,1,0,0
老而弥坚,0,0,0,1,0,0
朝思暮想,0,0,0,0,1,0
侧重,0,0,0,0,1,0
轻,0,1,1,1,0,0
水火不相容,0,1,0,0,0,0
衣冠楚楚,0,0,0,1,0,0
出气,0,0,1,0,0,0
欣赏,0,0,0,0,1,0
呆,0,1,1,0,0,0
静,0,0,0,1,0,0
一碗水端平,0,0,0,1,0,0
滢,0,0,0,1,0,0
壮丽,0,0,0,1,0,0
不满,0,0,1,0,0,0
没有礼貌,0,1,0,0,0,0
憨实,0,0,0,1,0,0
晟,0,0,0,1,0,0
圆润,0,0,0,1,0,0
敬慕,0,0,0,0,1,0
强势,0,0,0,1,0,0
迂,0,1,0,0,0,0
荒诞派,0,1,0,0,0,0
富庶,0,0,0,1,0,0
公,0,0,0,1,0,0
萋迷,0,1,0,0,0,0
很,1,0,0,0,0,0
令人钦佩,0,0,0,1,0,0
拉忽,0,1,0,0,0,0
无可无不可,0,1,0,0,0,0
啰啰嗦嗦,0,1,0,0,0,0
震悚,0,0,1,0,0,0
盛气凌人,0,1,0,0,0,0
蹩脚,0,1,0,0,0,0
醒目,0,0,0,1,0,0
琐,0,1,0,0,0,0
污浊,0,1,0,0,0,0
波谲云诡,0,1,0,0,0,0
流行,0,0,0,1,0,0
分明,0,0,0,1,0,0
臭,0,1,0,0,0,0
悲凉,0,1,0,0,0,0
危亡,0,1,0,0,0,0
迂拙,0,1,0,0,0,0
有意思,0,0,0,1,0,0
名垂青史,0,0,0,1,0,0
老气横秋,0,1,0,0,0,0
略为,1,0,0,0,0,0
率尔,0,1,0,0,0,0
感激不尽,0,0,0,0,1,0
恨之入骨,0,0,1,0,0,0
诱人,0,0,0,1,0,0
封闭式,0,1,0,0,0,0
神往,0,0,0,0,1,0
风刀霜剑,0,1,0,0,0,0
尽可能,0,0,0,1,0,0
心明眼亮,0,0,0,1,0,0
固定不变,0,1,0,0,0,0
成熟,0,0,0,1,0,0
嫌恶,0,0,1,0,0,0
鸟语花香,0,0,0,1,0,0
后怕,0,0,1,0,0,0
赞扬,0,0,0,0,1,0
那样,1,0,0,0,0,0
拳拳,0,0,0,1,0,0
私,0,1,0,0,0,0
惊险,0,1,0,0,0,0
不才,0,1,0,0,0,0
书生气,0,1,0,0,0,0
唾骂,0,0,1,0,0,0
灰秃秃,0,1,0,0,0,0
自足,0,0,0,0,1,0
忽视,0,0,1,0,0,0
腥膻,0,1,0,0,0,0
淳,0,0,0,1,0,0
爱戴,0,0,0,0,1,0
果,0,0,0,1,0,0
好心好意,0,0,0,1,0,0
清婉,0,0,0,1,0,0
空虚,0,1,0,0,0,0
枯燥无味,0,1,0,0,0,0
亵,0,1,0,0,0,0
横蛮无理,0,1,0,0,0,0
始终不渝,0,0,0,1,0,0
惊慌失措,0,0,1,0,0,0
诚,0,0,0,1,0,0
满目疮痍,0,1,0,0,0,0
稽首,0,0,0,0,1,0
悔,0,0,1,0,0,0
犟,0,1,0,0,0,0
干脆,0,0,0,1,0,0
刚正,0,0,0,1,0,0
有失身分,0,1,0,0,0,0
意在言外,0,0,0,1,0,0
手勤,0,0,0,1,0,0
杂,0,1,0,0,0,0
屏息静气,0,0,0,1,0,0
密切,0,0,0,1,0,0
玄之又玄,0,0,0,1,0,0
看,0,0,0,0,0,1
其貌不扬,0,1,0,0,0,0
阔绰,0,1,0,0,0,0
郁郁寡欢,0,0,1,0,0,0
入画,0,0,0,1,0,0
不巧,0,1,0,0,0,0
手脚不干净,0,1,0,0,0,0
虚设,0,1,0,0,0,0
宠爱,0,0,0,0,1,0
水中捞月,0,1,0,0,0,0
易如反掌,0,0,0,1,0,0
不费吹灰之力,0,0,0,1,0,0
大有作为,0,0,0,1,0,0
来火,0,0,1,0,0,0
无拘束,0,0,0,1,0,0
料事如神,0,0,0,1,0,0
流芳后世,0,0,0,1,0,0
坚固,0,0,0,1,0,0
说白了,0,0,0,1,0,0
飒爽英姿,0,0,0,1,0,0
来劲,0,0,0,1,0,0
甜滋滋,0,0,0,1,1,0
乌涂,0,1,0,0,0,0
杂草丛生,0,1,0,0,0,0
小心翼翼,0,0,0,1,0,0
冰冷,0,1,0,0,0,0
面黄肌瘦,0,1,0,0,0,0
一脸稚气,0,1,0,0,0,0
粗壮,0,0,0,1,0,0
福如东海,0,0,0,1,0,0
恶煞煞,0,1,0,0,0,0
赧然,0,0,1,0,0,0
牢,0,0,0,1,0,0
不兴,0,1,0,0,0,0
普天同庆,0,0,0,0,1,0
状况良好,0,0,0,1,0,0
揪心,0,0,1,0,0,0
倚老卖老,0,1,0,0,0,0
谈虎色变,0,0,1,0,0,0
武,0,0,0,1,0,0
安如泰山,0,0,0,1,0,0
下道儿,0,1,0,0,0,0
功德无量,0,0,0,1,0,0
吐口,0,0,0,0,1,0
企,0,0,0,0,1,0
消停,0,0,0,1,0,0
心甘,0,0,0,0,1,0
明人不做暗事,0,0,0,1,0,0
残酷,0,1,0,0,0,0
横暴,0,1,0,0,0,0
含悲,0,0,1,0,0,0
理会,0,0,0,0,1,0
魔怔,0,1,0,0,0,0
臭名远扬,0,1,0,0,0,0
无可置疑,0,0,0,1,0,0
微言大义,0,0,0,1,0,0
彪悍,0,0,0,1,0,0
训斥,0,0,1,0,0,0
精神,0,0,0,1,0,0
低效,0,1,0,0,0,0
无价,0,0,0,1,0,0
照准,0,0,0,0,1,0
着眼于,0,0,0,0,1,0
咏赞,0,0,0,0,1,0
欣喜,0,0,0,0,1,0
唱喏,0,0,0,0,1,0
摩肩接踵,0,1,0,0,0,0
正经八百,0,0,0,1,0,0
复,0,1,0,0,0,0
忧愤,0,0,1,0,0,0
信实,0,0,0,1,0,0
烫手,0,1,0,0,0,0
无故,0,1,0,0,0,0
切齿,0,0,1,0,0,0
雾里看花,0,1,0,0,0,0
呆笨,0,1,0,0,0,0
认认真真,0,0,0,1,0,0
惨,1,1,0,0,0,0
心寒,0,0,1,0,0,0
中用,0,0,0,1,0,0
空洞无物,0,1,0,0,0,0
果断,0,0,0,1,0,0
净余,0,1,0,0,0,0
甲等,0,0,0,1,0,0
强悍,0,0,0,1,0,0
过度,1,0,0,0,0,0
迷蒙,0,1,0,0,0,0
倍儿棒,0,0,0,1,0,0
胸无城府,0,1,0,0,0,0
笔直,0,0,0,1,0,0
呆呆,0,1,0,0,0,0
笑里藏刀,0,1,0,0,0,0
耳闻,0,0,0,0,0,1
用心良苦,0,0,0,0,1,0
较真儿,0,0,0,1,0,0
背人,0,1,0,0,0,0
幽闲,0,0,0,1,0,0
怀想,0,0,0,0,1,0
谐趣横生,0,0,0,1,0,0
欢快,0,0,0,0,1,0
荣,0,0,0,1,0,0
惬意,0,0,0,0,1,0
似曾相识,0,0,0,1,0,0
粗手笨脚,0,1,0,0,0,0
一贫如洗,0,1,0,0,0,0
